asset,axis,state,horizon_hours,model,observed,null_mean,effect_vs_null,null_p05,null_p95,n_perm,phi
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,4,block_shuffle,0.378665,0.022125,0.356539,-0.075307,0.126788,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,4,ar1_baseline,0.378665,0.197944,0.180721,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,24,unconditional,0.234802,0.023283,0.211519,,,,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,24,vol_matched,0.234802,-1.192452,1.427254,-1.316839,-1.062855,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,24,block_shuffle,0.234802,0.014021,0.220781,-0.178334,0.170817,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_NORMAL,24,ar1_baseline,0.234802,0.234288,0.000514,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,4,unconditional,0.336692,0.024151,0.31254,,,,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,4,vol_matched,0.336692,-0.829625,1.166316,-0.947393,-0.685509,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,4,block_shuffle,0.336692,0.016168,0.320524,-0.088718,0.141422,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,4,ar1_baseline,0.336692,1.023317,-0.686625,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,24,unconditional,0.719354,0.023283,0.696071,,,,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,24,vol_matched,0.719354,-1.077279,1.796633,-1.222222,-0.904994,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,24,block_shuffle,0.719354,0.016278,0.703076,-0.213886,0.240673,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_NORMAL,24,ar1_baseline,0.719354,1.219677,-0.500323,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,4,unconditional,0.296101,0.024151,0.27195,,,,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,4,vol_matched,0.296101,-0.933824,1.229925,-1.099186,-0.713839,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,4,block_shuffle,0.296101,0.02964,0.266462,-0.105953,0.260122,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,4,ar1_baseline,0.296101,0.242766,0.053336,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,24,unconditional,0.292219,0.023283,0.268936,,,,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,24,vol_matched,0.292219,-1.189183,1.481402,-1.3676,-0.919489,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,24,block_shuffle,0.292219,0.010166,0.282053,-0.283947,0.328669,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_LOW,24,ar1_baseline,0.292219,0.288835,0.003384,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,4,unconditional,0.540226,0.024151,0.516075,,,,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,4,vol_matched,0.540226,-0.927663,1.467889,-1.132096,-0.654574,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,4,block_shuffle,0.540226,0.021033,0.519193,-0.18868,0.237768,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,4,ar1_baseline,0.540226,0.200286,0.33994,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,24,unconditional,0.157888,0.023283,0.134605,,,,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,24,vol_matched,0.157888,-1.192344,1.350232,-1.411665,-0.9076,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,24,block_shuffle,0.157888,0.006091,0.151796,-0.341284,0.387023,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_HIGH,24,ar1_baseline,0.157888,0.238188,-0.080301,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,4,unconditional,0.355422,0.024151,0.331271,,,,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,4,vol_matched,0.355422,-0.839408,1.19483,-1.033377,-0.550342,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,4,block_shuffle,0.355422,0.020265,0.335157,-0.149827,0.257339,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,4,ar1_baseline,0.355422,1.060368,-0.704946,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,24,unconditional,0.82221,0.023283,0.798927,,,,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,24,vol_matched,0.82221,-1.092079,1.914289,-1.310752,-0.762466,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,24,block_shuffle,0.82221,0.025284,0.796925,-0.369139,0.483517,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_LOW,24,ar1_baseline,0.82221,1.261494,-0.439284,,,,0.631604
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,unconditional,-0.874787,0.024151,-0.898938,,,,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,vol_matched,-0.874787,-0.925482,0.050695,-1.144613,-0.683122,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,block_shuffle,-0.874787,0.036745,-0.911532,-0.182869,0.293574,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,ar1_baseline,-0.874787,-1.061432,0.186645,,,,0.631604
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,unconditional,-0.936794,0.023283,-0.960077,,,,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,vol_matched,-0.936794,-1.189417,0.252624,-1.419352,-0.896815,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,block_shuffle,-0.936794,0.035364,-0.972158,-0.224577,0.346175,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,ar1_baseline,-0.936794,-1.263506,0.326712,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,4,unconditional,0.719231,0.024151,0.69508,,,,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,4,vol_matched,0.719231,-0.698129,1.41736,-0.916471,-0.421583,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,4,block_shuffle,0.719231,0.052247,0.666985,-0.175956,0.467129,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,4,ar1_baseline,0.719231,1.333451,-0.61422,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,24,unconditional,1.575406,0.023283,1.552124,,,,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,24,vol_matched,1.575406,-0.920035,2.495442,-1.15079,-0.603054,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,24,block_shuffle,1.575406,0.018857,1.556549,-0.398888,0.488605,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_HIGH,24,ar1_baseline,1.575406,1.599381,-0.023974,,,,0.631604
BTC,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,unconditional,-1.770275,0.024151,-1.794426,,,,
BTC,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,vol_matched,-1.770275,-0.919944,-0.850331,-1.170919,-0.466052,200,
BTC,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,block_shuffle,-1.770275,0.027782,-1.798057,-0.284846,0.330548,200,
BTC,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,4,ar1_baseline,-1.770275,-2.005425,0.235151,,,,0.631604
BTC,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,unconditional,-2.046617,0.023283,-2.0699,,,,
BTC,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,vol_matched,-2.046617,-1.171242,-0.875376,-1.533865,-0.740504,200,
BTC,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,block_shuffle,-2.046617,0.026125,-2.072742,-0.418907,0.474794,200,
BTC,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_ELEVATED+V_NORMAL,24,ar1_baseline,-2.046617,-2.384931,0.338313,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,4,unconditional,0.486928,0.024151,0.462777,,,,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,4,vol_matched,0.486928,-0.912833,1.399761,-1.182334,-0.477453,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,4,block_shuffle,0.486928,0.047217,0.439711,-0.248926,0.317655,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,4,ar1_baseline,0.486928,0.24801,0.238918,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,24,unconditional,-0.108422,0.023283,-0.131705,,,,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,24,vol_matched,-0.108422,-1.164294,1.055872,-1.479086,-0.730398,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,24,block_shuffle,-0.108422,0.053345,-0.161767,-0.412806,0.572189,200,
BTC,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,24,ar1_baseline,-0.108422,0.297496,-0.405918,,,,0.631604
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,4,unconditional,-0.762694,0.024151,-0.786846,,,,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,4,vol_matched,-0.762694,-0.912452,0.149758,-1.214104,-0.418479,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,4,block_shuffle,-0.762694,-0.000192,-0.762503,-0.404511,0.289366,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,4,ar1_baseline,-0.762694,-1.110114,0.347419,,,,0.631604
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,24,unconditional,-1.129879,0.023283,-1.153162,,,,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,24,vol_matched,-1.129879,-1.184686,0.054807,-1.558121,-0.772304,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,24,block_shuffle,-1.129879,0.024183,-1.154062,-0.42437,0.47379,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,24,ar1_baseline,-1.129879,-1.320191,0.190312,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,4,unconditional,0.541442,0.024151,0.517291,,,,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,4,vol_matched,0.541442,-0.806938,1.34838,-1.108693,-0.264916,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,4,block_shuffle,0.541442,0.011725,0.529717,-0.335171,0.375403,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,4,ar1_baseline,0.541442,1.044448,-0.503005,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,24,unconditional,1.004579,0.023283,0.981296,,,,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,24,vol_matched,1.004579,-1.055823,2.060402,-1.467296,-0.668476,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,24,block_shuffle,1.004579,0.061339,0.94324,-0.535163,0.661992,200,
BTC,composite_l3,B0_NORMAL+F_NORMAL+V_EXTREME,24,ar1_baseline,1.004579,1.246212,-0.241633,,,,0.631604
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,4,unconditional,-0.818132,0.024151,-0.842284,,,,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,4,vol_matched,-0.818132,-0.924744,0.106612,-1.257887,-0.501465,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,4,block_shuffle,-0.818132,0.050296,-0.868429,-0.299917,0.369858,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,4,ar1_baseline,-0.818132,-1.04686,0.228727,,,,0.631604
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,24,unconditional,-0.882333,0.023283,-0.905616,,,,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,24,vol_matched,-0.882333,-1.173675,0.291342,-1.593237,-0.649184,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,24,block_shuffle,-0.882333,0.092259,-0.974592,-0.433414,0.579442,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_LOW,24,ar1_baseline,-0.882333,-1.244967,0.362633,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,4,unconditional,0.679364,0.024151,0.655213,,,,
BTC,composite_l3,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,4,vol_matched,0.679364,-0.931029,1.610393,-1.269474,-0.646013,200,
BTC,composite_l3,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,4,block_shuffle,0.679364,0.052374,0.626991,-0.34574,0.55016,200,
BTC,composite_l3,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,4,ar1_baseline,0.679364,-0.131687,0.811052,,,,0.631604
BTC,composite_l3,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,24,unconditional,0.209716,0.023283,0.186433,,,,
BTC,composite_l3,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,24,vol_matched,0.209716,-1.172436,1.382152,-1.57971,-0.601253,200,
BTC,composite_l3,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,24,block_shuffle,0.209716,0.063816,0.1459,-0.429773,0.586683,200,
BTC,composite_l3,B0_NORMAL+F_NEG_EXTREME+V_NORMAL,24,ar1_baseline,0.209716,-0.156608,0.366324,,,,0.631604
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,4,unconditional,-0.390442,0.024151,-0.414594,,,,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,4,vol_matched,-0.390442,-0.938784,0.548342,-1.289907,-0.605513,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,4,block_shuffle,-0.390442,0.015618,-0.40606,-0.364081,0.409445,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,4,ar1_baseline,-0.390442,-1.125664,0.735222,,,,0.631604
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,24,unconditional,-0.710376,0.023283,-0.733659,,,,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,24,vol_matched,-0.710376,-1.159294,0.448919,-1.627753,-0.507249,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,24,block_shuffle,-0.710376,0.042631,-0.753007,-0.545801,0.718109,200,
BTC,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_EXTREME+V_NORMAL,24,ar1_baseline,-0.710376,-1.338684,0.628309,,,,0.631604
ETH,basis_state,B0_NORMAL,4,unconditional,0.468172,0.048175,0.419997,,,,
ETH,basis_state,B0_NORMAL,4,vol_matched,0.468172,0.069865,0.398307,0.01291,0.137078,200,
ETH,basis_state,B0_NORMAL,4,block_shuffle,0.468172,0.055407,0.412765,-0.004753,0.0971,200,
ETH,basis_state,B0_NORMAL,4,ar1_baseline,0.468172,0.572301,-0.104129,,,,0.736983
ETH,basis_state,B0_NORMAL,24,unconditional,0.588745,0.032532,0.556214,,,,
ETH,basis_state,B0_NORMAL,24,vol_matched,0.588745,0.220397,0.368349,0.08362,0.372172,200,
ETH,basis_state,B0_NORMAL,24,block_shuffle,0.588745,0.035086,0.553659,-0.031868,0.087481,200,
ETH,basis_state,B0_NORMAL,24,ar1_baseline,0.588745,0.808541,-0.219795,,,,0.736983
ETH,basis_state,B3_ELEVATED_NEGATIVE,4,unconditional,-0.801731,0.048175,-0.849906,,,,
ETH,basis_state,B3_ELEVATED_NEGATIVE,4,vol_matched,-0.801731,-0.579487,-0.222244,-0.690491,-0.467688,200,
ETH,basis_state,B3_ELEVATED_NEGATIVE,4,block_shuffle,-0.801731,0.04241,-0.84414,-0.122537,0.372844,200,
ETH,basis_state,B3_ELEVATED_NEGATIVE,4,ar1_baseline,-0.801731,-0.901993,0.100262,,,,0.736983
ETH,basis_state,B3_ELEVATED_NEGATIVE,24,unconditional,-1.130893,0.032532,-1.163425,,,,
ETH,basis_state,B3_ELEVATED_NEGATIVE,24,vol_matched,-1.130893,-0.732941,-0.397953,-0.931399,-0.411092,200,
ETH,basis_state,B3_ELEVATED_NEGATIVE,24,block_shuffle,-1.130893,0.022005,-1.152899,-0.14017,0.270528,200,
ETH,basis_state,B3_ELEVATED_NEGATIVE,24,ar1_baseline,-1.130893,-1.278589,0.147696,,,,0.736983
ETH,basis_state,B4_EXTREME_NEGATIVE,4,unconditional,-1.828669,0.048175,-1.876844,,,,
ETH,basis_state,B4_EXTREME_NEGATIVE,4,vol_matched,-1.828669,-0.971303,-0.857366,-1.123194,-0.81549,200,
ETH,basis_state,B4_EXTREME_NEGATIVE,4,block_shuffle,-1.828669,0.002692,-1.831361,-0.19044,0.477797,200,
ETH,basis_state,B4_EXTREME_NEGATIVE,4,ar1_baseline,-1.828669,-2.042461,0.213792,,,,0.736983
ETH,basis_state,B4_EXTREME_NEGATIVE,24,unconditional,-2.379415,0.032532,-2.411947,,,,
ETH,basis_state,B4_EXTREME_NEGATIVE,24,vol_matched,-2.379415,-1.358731,-1.020684,-1.508988,-1.19426,200,
ETH,basis_state,B4_EXTREME_NEGATIVE,24,block_shuffle,-2.379415,0.029233,-2.408648,-0.229757,0.400603,200,
ETH,basis_state,B4_EXTREME_NEGATIVE,24,ar1_baseline,-2.379415,-2.895221,0.515806,,,,0.736983
ETH,funding_state,F_NEG_ELEVATED,4,unconditional,-0.104991,0.048175,-0.153166,,,,
ETH,funding_state,F_NEG_ELEVATED,4,vol_matched,-0.104991,-0.231866,0.126875,-0.291159,-0.167265,200,
ETH,funding_state,F_NEG_ELEVATED,4,block_shuffle,-0.104991,0.055272,-0.160263,-0.049137,0.15519,200,
ETH,funding_state,F_NEG_ELEVATED,4,ar1_baseline,-0.104991,-0.238726,0.133735,,,,0.736983
ETH,funding_state,F_NEG_ELEVATED,24,unconditional,-0.351433,0.032532,-0.383965,,,,
ETH,funding_state,F_NEG_ELEVATED,24,vol_matched,-0.351433,-0.211914,-0.139519,-0.362165,-0.029535,200,
ETH,funding_state,F_NEG_ELEVATED,24,block_shuffle,-0.351433,0.033993,-0.385426,-0.085868,0.157173,200,
ETH,funding_state,F_NEG_ELEVATED,24,ar1_baseline,-0.351433,-0.331253,-0.02018,,,,0.736983
ETH,funding_state,F_NORMAL,4,unconditional,0.321319,0.048175,0.273144,,,,
ETH,funding_state,F_NORMAL,4,vol_matched,0.321319,0.060309,0.26101,-0.011332,0.147264,200,
ETH,funding_state,F_NORMAL,4,block_shuffle,0.321319,0.046532,0.274787,-0.046426,0.152852,200,
ETH,funding_state,F_NORMAL,4,ar1_baseline,0.321319,0.709384,-0.388066,,,,0.736983
ETH,funding_state,F_NORMAL,24,unconditional,0.636419,0.032532,0.603887,,,,
ETH,funding_state,F_NORMAL,24,vol_matched,0.636419,0.197045,0.439374,0.03799,0.404583,200,
ETH,funding_state,F_NORMAL,24,block_shuffle,0.636419,0.032837,0.603582,-0.115571,0.176699,200,
ETH,funding_state,F_NORMAL,24,ar1_baseline,0.636419,1.003473,-0.367054,,,,0.736983
ETH,funding_state,F_NEG_EXTREME,4,unconditional,-0.500977,0.048175,-0.549152,,,,
ETH,funding_state,F_NEG_EXTREME,4,vol_matched,-0.500977,-0.636877,0.1359,-0.80066,-0.491611,200,
ETH,funding_state,F_NEG_EXTREME,4,block_shuffle,-0.500977,0.018187,-0.519164,-0.194338,0.541538,200,
ETH,funding_state,F_NEG_EXTREME,4,ar1_baseline,-0.500977,-1.273252,0.772275,,,,0.736983
ETH,funding_state,F_NEG_EXTREME,24,unconditional,-0.884481,0.032532,-0.917012,,,,
ETH,funding_state,F_NEG_EXTREME,24,vol_matched,-0.884481,-0.83617,-0.048311,-1.093789,-0.4193,200,
ETH,funding_state,F_NEG_EXTREME,24,block_shuffle,-0.884481,0.023191,-0.907671,-0.351443,0.479523,200,
ETH,funding_state,F_NEG_EXTREME,24,ar1_baseline,-0.884481,-1.804855,0.920374,,,,0.736983
ETH,vol_state,V_NORMAL,4,unconditional,-0.027823,0.048175,-0.075998,,,,
ETH,vol_state,V_NORMAL,4,vol_matched,-0.027823,-0.155088,0.127264,-0.214405,-0.073955,200,
ETH,vol_state,V_NORMAL,4,block_shuffle,-0.027823,0.049502,-0.077325,-0.034296,0.125533,200,
ETH,vol_state,V_NORMAL,4,ar1_baseline,-0.027823,0.02576,-0.053583,,,,0.736983
ETH,vol_state,V_NORMAL,24,unconditional,-0.005643,0.032532,-0.038175,,,,
ETH,vol_state,V_NORMAL,24,vol_matched,-0.005643,-0.115045,0.109402,-0.253691,0.069952,200,
ETH,vol_state,V_NORMAL,24,block_shuffle,-0.005643,0.024124,-0.029768,-0.095162,0.165002,200,
ETH,vol_state,V_NORMAL,24,ar1_baseline,-0.005643,0.02056,-0.026203,,,,0.736983
ETH,vol_state,V_LOW,4,unconditional,0.007789,0.048175,-0.040386,,,,
ETH,vol_state,V_LOW,4,vol_matched,0.007789,-0.031759,0.039548,-0.126093,0.100622,200,
ETH,vol_state,V_LOW,4,block_shuffle,0.007789,0.04822,-0.040431,-0.065621,0.247296,200,
ETH,vol_state,V_LOW,4,ar1_baseline,0.007789,0.383894,-0.376105,,,,0.736983
ETH,vol_state,V_LOW,24,unconditional,0.110717,0.032532,0.078185,,,,
ETH,vol_state,V_LOW,24,vol_matched,0.110717,0.060375,0.050342,-0.137252,0.369856,200,
ETH,vol_state,V_LOW,24,block_shuffle,0.110717,0.047829,0.062888,-0.174326,0.321663,200,
ETH,vol_state,V_LOW,24,ar1_baseline,0.110717,0.553162,-0.442445,,,,0.736983
ETH,vol_state,V_HIGH,4,unconditional,0.463062,0.048175,0.414887,,,,
ETH,vol_state,V_HIGH,4,vol_matched,0.463062,-0.128999,0.592061,-0.233784,-0.013534,200,
ETH,vol_state,V_HIGH,4,block_shuffle,0.463062,0.054492,0.40857,-0.088688,0.354339,200,
ETH,vol_state,V_HIGH,4,ar1_baseline,0.463062,0.122115,0.340947,,,,0.736983
ETH,vol_state,V_HIGH,24,unconditional,0.153799,0.032532,0.121267,,,,
ETH,vol_state,V_HIGH,24,vol_matched,0.153799,-0.083157,0.236956,-0.284194,0.338354,200,
ETH,vol_state,V_HIGH,24,block_shuffle,0.153799,0.029323,0.124476,-0.227027,0.337881,200,
ETH,vol_state,V_HIGH,24,ar1_baseline,0.153799,0.190043,-0.036244,,,,0.736983
ETH,vol_state,V_EXTREME,4,unconditional,-0.17678,0.048175,-0.224955,,,,
ETH,vol_state,V_EXTREME,4,vol_matched,-0.17678,-0.245022,0.068242,-0.392215,-0.100796,200,
ETH,vol_state,V_EXTREME,4,block_shuffle,-0.17678,0.029713,-0.206493,-0.148576,0.473346,200,
ETH,vol_state,V_EXTREME,4,ar1_baseline,-0.17678,-0.355566,0.178787,,,,0.736983
ETH,vol_state,V_EXTREME,24,unconditional,-0.16888,0.032532,-0.201411,,,,
ETH,vol_state,V_EXTREME,24,vol_matched,-0.16888,-0.260666,0.091786,-0.50237,0.216247,200,
ETH,vol_state,V_EXTREME,24,block_shuffle,-0.16888,0.043614,-0.212494,-0.330169,0.522475,200,
ETH,vol_state,V_EXTREME,24,ar1_baseline,-0.16888,-0.496667,0.327788,,,,0.736983
ETH,mark_index_state,MI_NORMAL,4,unconditional,0.156011,0.048175,0.107836,,,,
ETH,mark_index_state,MI_NORMAL,4,vol_matched,0.156011,-0.048546,0.204556,-0.10626,0.007021,200,
ETH,mark_index_state,MI_NORMAL,4,block_shuffle,0.156011,0.05105,0.10496,-0.008852,0.089851,200,
ETH,mark_index_state,MI_NORMAL,4,ar1_baseline,0.156011,0.344163,-0.188153,,,,0.736983
ETH,mark_index_state,MI_NORMAL,24,unconditional,0.242865,0.032532,0.210334,,,,
ETH,mark_index_state,MI_NORMAL,24,vol_matched,0.242865,0.041835,0.20103,-0.076492,0.200411,200,
ETH,mark_index_state,MI_NORMAL,24,block_shuffle,0.242865,0.035141,0.207725,-0.031589,0.100497,200,
ETH,mark_index_state,MI_NORMAL,24,ar1_baseline,0.242865,0.485074,-0.242209,,,,0.736983
ETH,mark_index_state,MI_STRESS_NEGATIVE,4,unconditional,-0.337014,0.048175,-0.385189,,,,
ETH,mark_index_state,MI_STRESS_NEGATIVE,4,vol_matched,-0.337014,-0.452716,0.115702,-0.537874,-0.363512,200,
ETH,mark_index_state,MI_STRESS_NEGATIVE,4,block_shuffle,-0.337014,0.038121,-0.375135,-0.100474,0.252261,200,
ETH,mark_index_state,MI_STRESS_NEGATIVE,4,ar1_baseline,-0.337014,-0.823039,0.486024,,,,0.736983
ETH,mark_index_state,MI_STRESS_NEGATIVE,24,unconditional,-0.713119,0.032532,-0.745651,,,,
ETH,mark_index_state,MI_STRESS_NEGATIVE,24,vol_matched,-0.713119,-0.548072,-0.165047,-0.721881,-0.27452,200,
ETH,mark_index_state,MI_STRESS_NEGATIVE,24,block_shuffle,-0.713119,0.023165,-0.736284,-0.206166,0.259373,200,
ETH,mark_index_state,MI_STRESS_NEGATIVE,24,ar1_baseline,-0.713119,-1.159284,0.446165,,,,0.736983
ETH,funding_accel,F_STABLE,4,unconditional,0.174273,0.048175,0.126098,,,,
ETH,funding_accel,F_STABLE,4,vol_matched,0.174273,-0.056208,0.230481,-0.124753,0.020661,200,
ETH,funding_accel,F_STABLE,4,block_shuffle,0.174273,0.045135,0.129138,-0.034596,0.135731,200,
ETH,funding_accel,F_STABLE,4,ar1_baseline,0.174273,0.330489,-0.156216,,,,0.736983
ETH,funding_accel,F_STABLE,24,unconditional,0.184611,0.032532,0.152079,,,,
ETH,funding_accel,F_STABLE,24,vol_matched,0.184611,0.027286,0.157326,-0.124112,0.22329,200,
