asset,axis,state,horizon_hours,model,observed,null_mean,effect_vs_null,null_p05,null_p95,n_perm,phi
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,4,unconditional,0.698807,0.048175,0.650632,,,,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,4,vol_matched,0.698807,0.045136,0.65367,-0.215747,0.352534,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,4,block_shuffle,0.698807,0.046304,0.652503,-0.321049,0.424946,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,4,ar1_baseline,0.698807,0.246511,0.452296,,,,0.736983
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,24,unconditional,0.604051,0.032532,0.57152,,,,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,24,vol_matched,0.604051,0.161487,0.442565,-0.248025,0.49386,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,24,block_shuffle,0.604051,0.035399,0.568653,-0.551252,0.636029,200,
ETH,composite_l3,B0_NORMAL+F_NEG_ELEVATED+V_EXTREME,24,ar1_baseline,0.604051,0.373915,0.230136,,,,0.736983
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,4,unconditional,-0.762001,0.048175,-0.810176,,,,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,4,vol_matched,-0.762001,-0.61458,-0.147421,-0.931925,-0.244491,200,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,4,block_shuffle,-0.762001,0.05961,-0.821611,-0.401753,0.368803,200,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,4,ar1_baseline,-0.762001,-0.925379,0.163378,,,,0.736983
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,24,unconditional,-1.474688,0.032532,-1.507219,,,,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,24,vol_matched,-1.474688,-0.777558,-0.69713,-1.230357,-0.372377,200,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,24,block_shuffle,-1.474688,0.061925,-1.536612,-0.54441,0.678,200,
ETH,composite_l3,B3_ELEVATED_NEGATIVE+F_NEG_ELEVATED+V_HIGH,24,ar1_baseline,-1.474688,-1.31174,-0.162948,,,,0.736983
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,4,unconditional,-1.548833,0.048175,-1.597008,,,,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,4,vol_matched,-1.548833,-0.97359,-0.575242,-1.306704,-0.613643,200,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,4,block_shuffle,-1.548833,0.007264,-1.556097,-0.463298,0.411382,200,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,4,ar1_baseline,-1.548833,-2.09476,0.545927,,,,0.736983
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,24,unconditional,-2.258539,0.032532,-2.29107,,,,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,24,vol_matched,-2.258539,-1.321305,-0.937234,-1.786923,-0.921338,200,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,24,block_shuffle,-2.258539,0.081938,-2.340477,-0.623251,1.257764,200,
ETH,composite_l3,B4_EXTREME_NEGATIVE+F_NEG_EXTREME+V_NORMAL,24,ar1_baseline,-2.258539,-2.969355,0.710816,,,,0.736983
BTC,funding_state__DEEP,F_NORMAL,4,unconditional,0.011003,-0.000224,0.011227,,,,
BTC,funding_state__DEEP,F_NORMAL,24,unconditional,0.024986,-0.000804,0.02579,,,,
BTC,funding_state__DEEP,F_NEG_ELEVATED,4,unconditional,0.033098,-0.000224,0.033322,,,,
BTC,funding_state__DEEP,F_NEG_ELEVATED,24,unconditional,0.045859,-0.000804,0.046663,,,,
BTC,funding_state__DEEP,F_POS_ELEVATED,4,unconditional,0.021379,-0.000224,0.021603,,,,
BTC,funding_state__DEEP,F_POS_ELEVATED,24,unconditional,0.005111,-0.000804,0.005915,,,,
BTC,funding_state__DEEP,F_NEG_EXTREME,4,unconditional,-0.063233,-0.000224,-0.063009,,,,
BTC,funding_state__DEEP,F_NEG_EXTREME,24,unconditional,-0.098588,-0.000804,-0.097784,,,,
BTC,funding_state__DEEP,F_POS_EXTREME,4,unconditional,-0.26149,-0.000224,-0.261266,,,,
BTC,funding_state__DEEP,F_POS_EXTREME,24,unconditional,-0.385244,-0.000804,-0.38444,,,,
ETH,funding_state__DEEP,F_NORMAL,4,unconditional,0.012145,-0.000101,0.012246,,,,
ETH,funding_state__DEEP,F_NORMAL,24,unconditional,0.025152,-0.000432,0.025584,,,,
ETH,funding_state__DEEP,F_NEG_ELEVATED,4,unconditional,0.039518,-0.000101,0.039619,,,,
ETH,funding_state__DEEP,F_NEG_ELEVATED,24,unconditional,0.055952,-0.000432,0.056385,,,,
ETH,funding_state__DEEP,F_POS_ELEVATED,4,unconditional,0.022302,-0.000101,0.022404,,,,
ETH,funding_state__DEEP,F_POS_ELEVATED,24,unconditional,0.007003,-0.000432,0.007436,,,,
ETH,funding_state__DEEP,F_POS_EXTREME,4,unconditional,-0.273294,-0.000101,-0.273193,,,,
ETH,funding_state__DEEP,F_POS_EXTREME,24,unconditional,-0.3979,-0.000432,-0.397467,,,,
ETH,funding_state__DEEP,F_NEG_EXTREME,4,unconditional,-0.090691,-0.000101,-0.09059,,,,
ETH,funding_state__DEEP,F_NEG_EXTREME,24,unconditional,-0.125467,-0.000432,-0.125034,,,,
